Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1,Max Aarons,eng ENG,DF,Bournemouth,25-071,2000,3,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,Matches
2,Joshua Acheampong,eng ENG,DF,Chelsea,18-315,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,8,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
3,Tyler Adams,us USA,MF,Bournemouth,26-030,1999,19,13,"1,245",13.8,0,3,3,0,0,0,4,0,1.2,1.2,0.8,1.9,8,46,6,0,0.22,0.22,0,0.22,0.08,0.06,0.14,0.08,0.14,Matches
4,Tosin Adarabioyo,eng ENG,DF,Chelsea,27-173,1997,15,11,"1,086",12.1,1,1,2,1,0,0,2,0,0.9,0.9,0.2,1.1,5,30,1,0.08,0.08,0.17,0.08,0.17,0.07,0.02,0.09,0.07,0.09,Matches
5,Simon Adingra,ci CIV,"FW,MF",Brighton,23-074,2002,20,6,625,6.9,2,1,3,2,0,0,0,0,1.5,1.5,1.1,2.6,23,10,81,0.29,0.14,0.43,0.29,0.43,0.22,0.16,0.37,0.22,0.37,Matches
6,Emmanuel Agbadou,ci CIV,DF,Wolves,27-272,1997,7,7,600,6.7,0,0,0,0,0,0,2,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,Matches
7,Asher Agbinone,eng ENG,MF,Crystal Palace,19-169,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,1,0,0,0,0,0,0.29,0.5,0.79,0.29,0.79,Matches
8,Ola Aina,ng NGA,DF,Nott'ham Forest,28-159,1996,29,29,"2,531",28.1,2,1,3,2,0,0,2,0,0.6,0.6,0.7,1.3,54,91,52,0.07,0.04,0.11,0.07,0.11,0.02,0.03,0.05,0.02,0.05,Matches
9,Rayan Aït-Nouri,dz ALG,DF,Wolves,23-283,2001,28,28,"2,381",26.5,3,5,8,3,0,0,6,1,1.9,1.9,2.6,4.5,63,91,138,0.11,0.19,0.3,0.11,0.3,0.07,0.1,0.17,0.07,0.17,Matches
10,Kristoffer Ajer,no NOR,DF,Brentford,26-333,1998,16,15,"1,205",13.4,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,25,48,38,0,0,0,0,0,0.05,0.09,0.14,0.05,0.14,Matches
11,Manuel Akanji,ch SUI,DF,Manchester City,29-240,1995,20,20,"1,707",19,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.1,38,135,6,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
12,Nathan Aké,nl NED,DF,Manchester City,30-026,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,12,50,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
13,Carlos Alcaraz,ar ARG,MF,Southampton,22-106,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0,0,0,0,0,0.62,0.86,1.48,0.62,1.48,Matches
14,Carlos Alcaraz,ar ARG,"MF,FW",Everton,22-106,2002,6,3,317,3.5,1,1,2,1,0,0,2,0,0.9,0.9,1.1,2,8,17,8,0.28,0.28,0.57,0.28,0.57,0.25,0.32,0.57,0.25,0.57,Matches
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,26-160,1998,28,26,"2,145",23.8,2,6,8,2,0,0,4,0,1.6,1.6,6.7,8.3,48,204,87,0.08,0.25,0.34,0.08,0.34,0.07,0.28,0.35,0.07,0.35,Matches
16,Alisson,br BRA,GK,Liverpool,32-165,1992,21,21,"1,878",20.9,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
17,Miguel Almirón,py PAR,FW,Newcastle Utd,31-034,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0,0,0,0,0,0.3,0.15,0.45,0.3,0.45,Matches
18,Edson Álvarez,mx MEX,MF,West Ham,27-143,1997,23,18,"1,535",17.1,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.1,20,68,18,0,0.06,0.06,0,0.06,0.02,0.05,0.07,0.02,0.07,Matches
19,Will Alves,eng ENG,FW,Leicester City,20-041,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
20,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18-241,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,0,3,0,0,0,0,0,0.07,0.22,0.29,0.07,0.29,Matches
21,Mathis Amougou,fr FRA,MF,Chelsea,19-057,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
22,Joachim Andersen,dk DEN,DF,Crystal Palace,28-289,1996,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
23,Joachim Andersen,dk DEN,DF,Fulham,28-289,1996,19,19,"1,683",18.7,0,0,0,0,0,0,4,1,0.4,0.4,0.3,0.7,11,84,1,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
24,Elliot Anderson,eng ENG,MF,Nott'ham Forest,22-130,2002,28,24,"1,982",22,1,6,7,1,0,0,6,0,1.4,1.4,3,4.3,35,104,68,0.05,0.27,0.32,0.05,0.32,0.06,0.14,0.2,0.06,0.2,Matches
25,André,br BRA,MF,Wolves,23-243,2001,24,22,"1,747",19.4,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,7,75,10,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Michail Antonio,jm JAM,FW,West Ham,34-353,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
27,Antony,br BRA,"DF,MF",Manchester Utd,25-020,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1,1,0.1,1.1,5,6,7,0,0,0,0,0,0.65,0.08,0.73,0.65,0.73,Matches
28,Julian Araujo,mx MEX,DF,Bournemouth,23-215,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0,0,0,0,2,14,11,0,0,0,0,0,0,0,0,0,0,Matches
29,Cameron Archer,eng ENG,FW,Southampton,23-238,2001,26,11,"1,181",13.1,2,0,2,2,0,1,0,0,4.9,4.1,0.3,4.4,16,12,55,0.15,0,0.15,0.15,0.15,0.37,0.03,0.4,0.31,0.34,Matches
30,Alphonse Areola,fr FRA,GK,West Ham,32-017,1993,18,17,"1,540",17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
31,Joe Aribo,ng NGA,"MF,DF",Southampton,28-238,1996,28,19,"1,826",20.3,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.2,34,69,62,0.15,0,0.15,0.15,0.15,0.13,0.08,0.21,0.13,0.21,Matches
32,Adam Armstrong,eng ENG,"FW,MF",Southampton,28-034,1997,20,15,"1,248",13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches
33,Harrison Armstrong,eng ENG,MF,Everton,18-056,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0,0,0,0,0,0.69,0.14,0.82,0.69,0.82,Matches
34,Kepa Arrizabalaga,es ESP,GK,Bournemouth,30-164,1994,22,22,"1,980",22,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
35,Marco Asensio,es ESP,"MF,FW",Aston Villa,29-054,1996,4,2,207,2.3,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.6,10,16,7,0.87,0,0.87,0.87,0.87,0.62,0.09,0.71,0.62,0.71,Matches
36,Brandon Austin,eng ENG,GK,Tottenham,26-067,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
37,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27-216,1997,22,2,278,3.1,1,0,1,1,0,0,0,0,2,2,0.1,2.1,5,6,15,0.32,0,0.32,0.32,0.32,0.65,0.03,0.68,0.65,0.68,Matches
38,Yasin Ayari,se SWE,MF,Brighton,21-161,2003,25,16,"1,443",16,0,1,1,0,0,0,3,0,1.5,1.5,2.1,3.6,20,53,53,0,0.06,0.06,0,0.06,0.09,0.13,0.22,0.09,0.22,Matches
39,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,33-186,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,0,0,1,0,0,0,0,0,1.96,0.21,2.17,1.96,2.17,Matches
40,Jordan Ayew,gh GHA,"FW,MF",Leicester City,33-186,1991,23,15,"1,298",14.4,4,0,4,3,1,1,5,0,2.8,2,0.8,2.8,36,28,66,0.28,0,0.28,0.21,0.21,0.2,0.05,0.25,0.14,0.2,Matches
41,Benoît Badiashile,fr FRA,DF,Chelsea,23-355,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0,0,0,0,3,16,2,0,0,0,0,0,0,0,0,0,0,Matches
42,Leon Bailey,jm JAM,"FW,MF",Aston Villa,27-219,1997,23,14,"1,138",12.6,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,57,35,121,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,Matches
43,Carlos Baleba,cm CMR,MF,Brighton,21-072,2004,25,23,"1,948",21.6,2,1,3,2,0,0,8,1,2.9,2.9,1.1,4,33,95,25,0.09,0.05,0.14,0.09,0.14,0.13,0.05,0.18,0.13,0.18,Matches
44,Ross Barkley,eng ENG,MF,Aston Villa,31-101,1993,16,3,554,6.2,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,32,8,0.49,0.16,0.65,0.49,0.65,0.27,0.09,0.37,0.27,0.37,Matches
45,Harvey Barnes,eng ENG,FW,Newcastle Utd,27-097,1997,23,7,903,10,5,2,7,5,0,0,0,0,3.4,3.4,2.9,6.4,48,45,94,0.5,0.2,0.7,0.5,0.7,0.34,0.29,0.63,0.34,0.63,Matches
46,Calvin Bassey,ng NGA,DF,Fulham,25-075,1999,27,26,"2,354",26.2,1,0,1,1,0,0,5,0,1,1,0.1,1.1,22,86,11,0.04,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04,Matches
47,Jan Bednarek,pl POL,DF,Southampton,28-338,1996,23,23,"1,901",21.1,2,0,2,2,0,0,5,0,0.7,0.7,0.5,1.1,4,51,1,0.09,0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,Matches
48,Armel Bella Kotchap,de GER,DF,Southampton,23-095,2001,4,2,331,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,5,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
49,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26-262,1998,27,15,"1,285",14.3,2,6,8,2,0,0,3,0,1.2,1.2,3.2,4.4,36,32,70,0.14,0.42,0.56,0.14,0.56,0.08,0.23,0.31,0.08,0.31,Matches
50,Rodrigo Bentancur,uy URU,MF,Tottenham,27-264,1997,18,15,"1,161",12.9,2,0,2,2,0,0,7,0,1.1,1.1,0.4,1.5,19,72,18,0.16,0,0.16,0.16,0.16,0.09,0.03,0.12,0.09,0.12,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Sander Berge,no NOR,MF,Fulham,27-030,1998,21,17,"1,554",17.3,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.7,16,82,5,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
52,Lucas Bergvall,se SWE,MF,Tottenham,19-042,2006,21,8,889,9.9,0,1,1,0,0,0,3,0,0.5,0.5,0.4,0.9,21,41,20,0,0.1,0.1,0,0.1,0.05,0.04,0.09,0.05,0.09,Matches
53,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22-090,2002,25,25,"2,195",24.4,0,1,1,0,0,0,1,0,0.3,0.3,1.3,1.7,37,64,64,0,0.04,0.04,0,0.04,0.01,0.06,0.07,0.01,0.07,Matches
54,Beto,gw GNB,FW,Everton,27-044,1998,21,8,932,10.4,6,0,6,6,0,0,1,0,5.5,5.5,0.7,6.1,10,7,50,0.58,0,0.58,0.58,0.58,0.53,0.06,0.59,0.53,0.59,Matches
55,Philip Billing,dk DEN,MF,Bournemouth,28-278,1996,10,1,184,2,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0,0,0,0,0,0.28,0.54,0.82,0.28,0.82,Matches
56,Yves Bissouma,ml MLI,MF,Tottenham,28-198,1996,21,13,"1,100",12.2,2,0,2,2,0,0,6,0,0.6,0.6,0.2,0.8,15,67,3,0.16,0,0.16,0.16,0.16,0.05,0.02,0.07,0.05,0.07,Matches
57,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,21-070,2004,8,5,476,5.3,0,0,0,0,0,0,2,0,0,0,0.1,0.2,12,14,9,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
58,Willy Boly,ci CIV,DF,Nott'ham Forest,34-041,1991,5,1,134,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
59,Sven Botman,nl NED,DF,Newcastle Utd,25-063,2000,3,3,224,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
60,Jarrod Bowen,eng ENG,"FW,MF",West Ham,28-086,1996,25,25,"2,186",24.3,7,5,12,6,1,1,1,0,6.3,5.5,5,10.5,83,76,149,0.29,0.21,0.49,0.25,0.45,0.26,0.2,0.46,0.23,0.43,Matches
61,Conor Bradley,nir NIR,DF,Liverpool,21-250,2003,12,2,372,4.1,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,17,17,18,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
62,Jarrad Branthwaite,eng ENG,DF,Everton,22-262,2002,22,20,"1,808",20.1,0,1,1,0,0,0,3,0,0.8,0.8,0.6,1.3,8,46,1,0,0.05,0.05,0,0.05,0.04,0.03,0.07,0.04,0.07,Matches
63,James Bree,eng ENG,DF,Southampton,27-156,1997,14,11,890,9.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1,9,30,34,0,0.1,0.1,0,0.1,0.01,0.09,0.1,0.01,0.1,Matches
64,Ben Brereton,cl CHI,FW,Southampton,25-332,1999,10,4,449,5,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1,12,9,42,0,0,0,0,0,0.18,0.02,0.2,0.18,0.2,Matches
65,Nathan Broadhead,wls WAL,"FW,MF",Ipswich Town,26-345,1998,13,4,455,5.1,0,0,0,0,0,0,1,0,1.1,1.1,0.5,1.6,14,10,20,0,0,0,0,0,0.21,0.11,0.32,0.21,0.32,Matches
66,Armando Broja,al ALB,FW,Everton,23-187,2001,6,2,171,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,9,2,17,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches
67,David Brooks,wls WAL,FW,Bournemouth,27-251,1997,22,8,736,8.2,2,0,2,2,0,0,3,0,2.2,2.2,1.6,3.8,25,18,65,0.24,0,0.24,0.24,0.24,0.26,0.2,0.46,0.26,0.46,Matches
68,Emi Buendía,ar ARG,"MF,FW",Aston Villa,28-081,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0,0.7,3,7,6,0,0,0,0,0,0.6,0.02,0.62,0.6,0.62,Matches
69,Santiago Bueno,uy URU,DF,Wolves,26-127,1998,22,17,"1,524",16.9,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,1,27,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
70,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,20-083,2004,24,13,"1,296",14.4,4,2,6,4,0,0,7,0,3.4,3.4,2.8,6.2,37,47,62,0.28,0.14,0.42,0.28,0.42,0.23,0.2,0.43,0.23,0.43,Matches
71,Cameron Burgess,au AUS,DF,Ipswich Town,29-146,1995,11,10,945,10.5,0,1,1,0,0,0,0,0,0.7,0.7,0.3,1,2,33,3,0,0.1,0.1,0,0.1,0.07,0.03,0.1,0.07,0.1,Matches
72,Dan Burn,eng ENG,DF,Newcastle Utd,32-311,1992,27,27,"2,430",27,0,0,0,0,0,0,8,0,1.1,1.1,0.5,1.5,6,43,6,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
73,Wes Burns,wls WAL,"FW,DF",Ipswich Town,30-113,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0,0.1,0.1,0,0.1,0.05,0.16,0.21,0.05,0.21,Matches
74,Moisés Caicedo,ec ECU,MF,Chelsea,23-134,2001,28,28,"2,451",27.2,1,2,3,1,0,0,9,0,0.6,0.6,2.6,3.2,31,147,28,0.04,0.07,0.11,0.04,0.11,0.02,0.09,0.12,0.02,0.12,Matches
75,Tom Cairney,sct SCO,MF,Fulham,34-055,1991,18,2,419,4.7,1,0,1,1,0,0,2,1,0.1,0.1,0.7,0.9,12,44,21,0.21,0,0.21,0.21,0.21,0.03,0.15,0.18,0.03,0.18,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Jens Cajuste,se SWE,MF,Ipswich Town,25-218,1999,22,19,"1,434",15.9,1,0,1,1,0,0,2,0,0.3,0.3,0.4,0.7,21,38,13,0.06,0,0.06,0.06,0.06,0.02,0.02,0.04,0.02,0.04,Matches
77,Riccardo Calafiori,it ITA,DF,Arsenal,22-301,2002,17,11,925,10.3,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,21,54,29,0.19,0.1,0.29,0.19,0.29,0.08,0.03,0.11,0.08,0.11,Matches
78,Dominic Calvert-Lewin,eng ENG,FW,Everton,28-000,1997,22,19,"1,574",17.5,3,1,4,3,0,0,2,0,6.1,6.1,0.6,6.7,22,19,105,0.17,0.06,0.23,0.17,0.23,0.35,0.04,0.39,0.35,0.39,Matches
79,Diego Carlos,br BRA,DF,Aston Villa,32-001,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,3,34,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
80,Fabio Carvalho,pt POR,"FW,MF",Brentford,22-198,2002,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62,Matches
81,Casemiro,br BRA,MF,Manchester Utd,33-021,1992,18,13,"1,101",12.2,1,0,1,1,0,0,2,0,1.3,1.3,2.2,3.5,3,59,23,0.08,0,0.08,0.08,0.08,0.11,0.18,0.29,0.11,0.29,Matches
82,Kaelan Casey,eng ENG,DF,West Ham,20-139,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
83,Matty Cash,pl POL,"DF,FW",Aston Villa,27-221,1997,19,16,"1,396",15.5,1,1,2,1,0,0,6,0,0.2,0.2,1,1.3,38,31,50,0.06,0.06,0.13,0.06,0.13,0.02,0.07,0.08,0.02,0.08,Matches
84,Timothy Castagne,be BEL,DF,Fulham,29-101,1995,18,13,"1,252",13.9,0,1,1,0,0,0,1,0,0.2,0.2,1.2,1.4,16,53,58,0,0.07,0.07,0,0.07,0.02,0.08,0.1,0.02,0.1,Matches
85,Trevoh Chalobah,eng ENG,DF,Crystal Palace,25-254,1999,12,12,"1,060",11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,Matches
86,Trevoh Chalobah,eng ENG,DF,Chelsea,25-254,1999,6,4,296,3.3,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,2,12,0,0,0.3,0.3,0,0.3,0.07,0.34,0.41,0.07,0.41,Matches
87,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,28-028,1997,15,7,614,6.8,1,1,2,1,0,0,1,0,1.2,1.2,0.6,1.8,10,25,20,0.15,0.15,0.29,0.15,0.29,0.17,0.09,0.26,0.17,0.26,Matches
88,Youssef Chermiti,pt POR,FW,Everton,20-296,2004,1,0,12,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,4,0,0,0,0,0,0.51,0,0.51,0.51,0.51,Matches
89,Federico Chiesa,it ITA,FW,Liverpool,27-142,1997,3,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,1,4,0,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
90,Ben Chilwell,eng ENG,"DF,MF",Crystal Palace,28-085,1996,3,0,51,0.6,0,0,0,0,0,0,1,0,0,0,0.1,0.2,0,2,5,0,0,0,0,0,0.08,0.25,0.33,0.08,0.33,Matches
91,Chiquinho,pt POR,MF,Wolves,25-039,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
92,Hamza Choudhury,eng ENG,"MF,DF",Leicester City,27-166,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4,3,6,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
